query,runtime (ms),query_complexity,runtime_boolean,table_size,length
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0flight_days in select daysalias0days_code from days as daysalias0 where daysalias0day_name in select date_dayalias0day_name from date_day as date_dayalias0 where date_dayalias0day_number 10 and date_dayalias0month_number 6 and date_dayalias0year 1993 and flightalias0flight_id in select flight_farealias0flight_id from flight_fare as flight_farealias0 where flight_farealias0fare_id in select farealias0fare_id from fare as farealias0 where farealias0fare_basis_code in select fare_basisalias0fare_basis_code from fare_basis as fare_basisalias0 where fare_basisalias0basis_days in select daysalias1days_code from days as daysalias1 where daysalias1day_name in select date_dayalias1day_name from date_day as date_dayalias1 where date_dayalias1day_number 10 and date_dayalias1month_number 6 and date_dayalias1year 1991 and farealias0round_trip_cost 300 and farealias0round_trip_cost is not null and flightalias0flight_id in select flight_stopalias0flight_id from flight_stop as flight_stopalias0 where flight_stopalias0stop_airport in select airport_servicealias2airport_code from airport_service as airport_servicealias2 where airport_servicealias2city_code in select cityalias2city_code from city as cityalias2 where cityalias2city_name san francisco and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name tacoma and cityalias1state_code in select statealias0state_code from state as statealias0 where statealias0state_name washington and flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name los angeles ,13.900995254516602,1,1,126499,182
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0flight_days in select daysalias0days_code from days as daysalias0 where daysalias0day_name in select date_dayalias0day_name from date_day as date_dayalias0 where date_dayalias0day_number 17 and date_dayalias0month_number 5 and date_dayalias0year 1991 and flightalias0flight_id in select flight_farealias0flight_id from flight_fare as flight_farealias0 where flight_farealias0fare_id in select farealias0fare_id from fare as farealias0 where farealias0fare_basis_code in select fare_basisalias0fare_basis_code from fare_basis as fare_basisalias0 where fare_basisalias0basis_days in select daysalias1days_code from days as daysalias1 where daysalias1day_name in select date_dayalias1day_name from date_day as date_dayalias1 where date_dayalias1day_number 17 and date_dayalias1month_number 5 and date_dayalias1year 1991 and farealias0round_trip_required no and flightalias0meal_code in select food_servicealias0meal_code from food_service as food_servicealias0 where food_servicealias0meal_description dinner and flightalias0flight_id in select flight_stopalias0flight_id from flight_stop as flight_stopalias0 where flight_stopalias0stop_airport in select airport_servicealias2airport_code from airport_service as airport_servicealias2 where airport_servicealias2city_code in select cityalias2city_code from city as cityalias2 where cityalias2city_name chicago and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name westchester county and flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name ontario ,12.71510124206543,1,1,126847,176
select distinct airlinealias0airline_code from airline as airlinealias0 where airlinealias0airline_code in select flightalias1airline_code from flight as flightalias1 where flightalias1from_airport in select airport_servicealias2airport_code from airport_service as airport_servicealias2 where airport_servicealias2city_code in select cityalias2city_code from city as cityalias2 where cityalias2city_name st louis and flightalias1to_airport in select airport_servicealias3airport_code from airport_service as airport_servicealias3 where airport_servicealias3city_code in select cityalias3city_code from city as cityalias3 where cityalias3city_name burbank and airlinealias0airline_code in select flightalias2airline_code from flight as flightalias2 where flightalias2from_airport in select airport_servicealias4airport_code from airport_service as airport_servicealias4 where airport_servicealias4city_code in select cityalias4city_code from city as cityalias4 where cityalias4city_name burbank and flightalias2to_airport in select airport_servicealias5airport_code from airport_service as airport_servicealias5 where airport_servicealias5city_code in select cityalias5city_code from city as cityalias5 where cityalias5city_name milwaukee and airlinealias0airline_code in select flightalias0airline_code from flight as flightalias0 where flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name milwaukee and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name st louis ,2.269268035888672,1,0,71077,162
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0to_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name westchester county ,1.178264617919922,1,0,23567,29
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name cincinnati and flightalias0to_airport in select airportalias0airport_code from airport as airportalias0 where airportalias0airport_code in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name new york ,1.7271041870117188,1,0,23729,59
select cityalias0city_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 where cityalias1state_name arizona and cityalias0state_name arizona ,0.8857250213623047,0,0,772,21
select riveralias0river_name from river as riveralias0 where riveralias0traverse in select cityalias0state_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 ,0.8199214935302734,0,0,921,24
select statealias0area from state as statealias0 where statealias0state_name texas ,0.2439022064208984,0,0,51,9
select statealias0population from state as statealias0 where statealias0state_name washington ,0.1919269561767578,0,0,51,9
select statealias0state_name from state as statealias0 where statealias0population select min statealias1population from state as statealias1 ,0.2980232238769531,0,0,102,15
select cityalias0city_name from city as cityalias0 where cityalias0state_name virginia ,0.4069805145263672,0,0,386,9
select statealias0area from state as statealias0 where statealias0capital albany ,0.2508163452148437,0,0,51,9
select lakealias0lake_name from lake as lakealias0 where lakealias0state_name california ,0.2591609954833984,0,0,32,9
select lakealias0lake_name from lake as lakealias0 where lakealias0area 750 and lakealias0state_name california ,0.2381801605224609,0,0,32,12
select statealias0state_name from state as statealias0 ,0.3659725189208984,0,0,51,6
select riveralias0traverse from river as riveralias0 where riveralias0river_name colorado ,0.2350807189941406,0,0,149,9
select statealias0state_name from state as statealias0 where statealias0population select max statealias1population from state as statealias1 ,0.1940727233886718,0,0,102,15
select highlowalias0lowest_elevation from highlow as highlowalias0 where highlowalias0state_name pennsylvania ,0.1878738403320312,0,0,51,9
select highlowalias0highest_point highlowalias0state_name from highlow as highlowalias0 where highlowalias0lowest_elevation 0 ,0.2830028533935547,0,0,51,10
select distinct riveralias0length from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 ,0.3106594085693359,1,0,298,16
select riveralias0river_name from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 where riveralias1traverse new york and riveralias0traverse new york ,0.3960132598876953,0,0,298,23
select count riveralias0river_name from river as riveralias0 where riveralias0traverse new york ,0.337839126586914,0,0,149,11
select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name maine ,0.2851486206054687,0,0,218,9
select riveralias0river_name from river as riveralias0 where riveralias0traverse texas ,0.2560615539550781,0,0,149,9
select max derived_tablealias0derived_fieldalias0 from select border_infoalias0state_name count distinct border_infoalias0border as derived_fieldalias0 from border_info as border_infoalias0 group by border_infoalias0state_name as derived_tablealias0 ,0.5953311920166016,1,0,218,20
select cityalias0state_name from city as cityalias0 where cityalias0city_name dallas ,0.3190040588378906,0,0,386,9
select statealias0population from state as statealias0 where statealias0area select max statealias1area from state as statealias1 ,0.2093315124511718,0,0,102,15
select cityalias0population from city as cityalias0 where cityalias0city_name chicago ,0.2961158752441406,0,0,386,9
select cityalias0city_name from city as cityalias0 where cityalias0population select min cityalias1population from city as cityalias1 where cityalias1state_name arkansas and cityalias0state_name arkansas ,0.5247592926025391,0,0,772,21
select riveralias0traverse from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 ,0.3359317779541015,0,0,298,15
select statealias0density from state as statealias0 where statealias0area select min statealias1area from state as statealias1 ,0.2760887145996094,0,0,102,15
select highlowalias0state_name from highlow as highlowalias0 where highlowalias0highest_elevation select highlowalias1highest_elevation from highlow as highlowalias1 where highlowalias1state_name colorado ,0.3528594970703125,0,0,102,17
select highlowalias0highest_elevation from highlow as highlowalias0 where highlowalias0state_name new mexico ,0.2019405364990234,0,0,51,10
select riveralias0river_name from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 ,0.32806396484375,0,0,298,15
select cityalias0state_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 ,0.5431175231933594,0,0,772,15
select cityalias0city_name from city as cityalias0 where cityalias0population select min cityalias1population from city as cityalias1 where cityalias1state_name in select statealias0state_name from state as statealias0 where statealias0area select max statealias1area from state as statealias1 and cityalias0state_name in select statealias2state_name from state as statealias2 where statealias2area select max statealias3area from state as statealias3 ,1.1661052703857422,0,0,976,51
select statealias0state_name from state as statealias0 where statealias0area select max statealias1area from state as statealias1 ,0.2090930938720703,0,0,102,15
select highlowalias0highest_point from highlow as highlowalias0 where highlowalias0state_name in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name mississippi ,0.3430843353271484,0,0,269,18
select highlowalias0highest_point from highlow as highlowalias0 where highlowalias0state_name in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name mississippi order by highlowalias0highest_elevation desc limit 1 ,0.3309249877929687,0,0,269,24
select statealias0state_name from state as statealias0 where statealias0density select min statealias1density from state as statealias1 ,0.1909732818603515,0,0,102,15
select distinct riveralias0river_name from river as riveralias0 where riveralias0length in select max derived_tablealias1derived_fieldalias0 from select max riveralias1length as derived_fieldalias0 riveralias1traverse from river as riveralias1 where riveralias1traverse in select border_infoalias0state_name from border_info as border_infoalias0 where border_infoalias0border in select border_infoalias1border from border_info as border_infoalias1 group by border_infoalias1border having count 1 select max derived_tablealias0derived_fieldalias1 from select border_infoalias2border count 1 as derived_fieldalias1 from border_info as border_infoalias2 group by border_infoalias2border as derived_tablealias0 group by riveralias1traverse as derived_tablealias1 ,32.34982490539551,1,1,952,72
select highlowalias0highest_point from highlow as highlowalias0 where highlowalias0state_name montana ,0.247955322265625,0,0,51,9
select statealias0state_name from state as statealias0 where statealias0state_name not in select border_infoalias0state_name from border_info as border_infoalias0 ,2.3679733276367188,0,0,269,16
select border_infoalias0border from border_info as border_infoalias0 group by border_infoalias0border having count 1 select max derived_tablealias0derived_fieldalias0 from select border_infoalias1border count 1 as derived_fieldalias0 from border_info as border_infoalias1 group by border_infoalias1border as derived_tablealias0 ,0.6561279296875,0,0,436,31
select statealias0area from state as statealias0 where statealias0density select min statealias1density from state as statealias1 ,0.2279281616210937,0,0,102,15
select count highlowalias0state_name from highlow as highlowalias0 where highlowalias0lowest_elevation select highlowalias1lowest_elevation from highlow as highlowalias1 where highlowalias1state_name alabama ,0.225067138671875,0,0,102,18
select highlowalias0highest_elevation from highlow as highlowalias0 where highlowalias0highest_point mount mckinley ,0.1752376556396484,0,0,51,10
select max highlowalias0highest_elevation from highlow as highlowalias0 ,0.1711845397949218,0,0,51,7
select distinct riveralias0length from river as riveralias0 where riveralias0river_name colorado ,0.2360343933105468,1,0,149,10
select riveralias0length from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 where riveralias1traverse california and riveralias0traverse california ,0.2951622009277344,0,0,298,21
select count statealias0capital from state as statealias0 where statealias0state_name rhode island ,0.1850128173828125,0,0,51,11
select count cityalias0city_name from city as cityalias0 ,0.2849102020263672,0,0,386,7
select count cityalias0city_name from city as cityalias0 where cityalias0population 150000 ,0.2989768981933594,0,0,386,10
select cityalias0population from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 ,0.4327297210693359,0,0,772,15
select count riveralias0river_name from river as riveralias0 where riveralias0river_name colorado ,0.2162456512451172,0,0,149,10
select cityalias0population from city as cityalias0 where cityalias0city_name minneapolis and cityalias0state_name minnesota ,0.3130435943603515,0,0,386,12
select cityalias0population from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 where cityalias1state_name new york and cityalias0state_name new york ,0.5230903625488281,0,0,772,23
select cityalias0population from city as cityalias0 where cityalias0city_name select statealias0capital from state as statealias0 where statealias0state_name texas ,0.3459453582763672,0,0,437,17
select sum statealias0population from state as statealias0 ,0.1780986785888672,0,0,51,7
select count riveralias0river_name from river as riveralias0 group by riveralias0traverse order by count riveralias0river_name desc limit 1 ,0.3221035003662109,0,0,149,17
select max derived_tablealias0derived_fieldalias0 from select count riveralias0river_name as derived_fieldalias0 riveralias0traverse from river as riveralias0 group by riveralias0traverse as derived_tablealias0 ,0.3571510314941406,0,0,149,19
select count statealias0state_name from state as statealias0 ,0.1688003540039062,0,0,51,7
select count border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name iowa ,0.2369880676269531,0,0,218,10
select count border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name in select statealias0state_name from state as statealias0 where statealias0population select max statealias1population from state as statealias1 ,0.379800796508789,0,0,320,25
select count distinct statealias0state_name from state as statealias0 where statealias0state_name not in select riveralias0traverse from river as riveralias0 ,1.2919902801513672,1,0,200,18
select count highlowalias0state_name from highlow as highlowalias0 where highlowalias0highest_elevation select highlowalias1highest_elevation from highlow as highlowalias1 where highlowalias1state_name select statealias0state_name from state as statealias0 where statealias0capital select cityalias0city_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 ,0.5831718444824219,0,0,925,40
select riveralias0river_name from river as riveralias0 where riveralias0length 750 and riveralias0traverse florida ,0.2279281616210937,0,0,149,12
select riveralias0traverse from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 where riveralias1traverse texas ,0.2968311309814453,0,0,298,18
select statealias0capital from state as statealias0 where statealias0state_name texas ,0.1709461212158203,0,0,51,9
select statealias0capital from border_info as border_infoalias0 state as statealias0 where border_infoalias0state_name missouri and statealias0state_name border_infoalias0border ,0.3259181976318359,0,0,269,15
select cityalias0city_name from city as cityalias0 where cityalias0state_name in select riveralias0traverse from river as riveralias0 where riveralias0river_name mississippi ,0.6511211395263672,0,0,535,18
select cityalias0city_name from city as cityalias0 where cityalias0state_name in select highlowalias0state_name from highlow as highlowalias0 where highlowalias0highest_elevation select max highlowalias1highest_elevation from highlow as highlowalias1 ,0.4699230194091797,0,0,488,24
select highlowalias0highest_point from highlow as highlowalias0 ,0.3249645233154297,0,0,51,6
select cityalias0city_name from city as cityalias0 where cityalias0population 150000 and cityalias0state_name alabama ,0.3190040588378906,0,0,386,12
select cityalias0city_name from city as cityalias0 where cityalias0population 150000 and cityalias0state_name in select riveralias0traverse from river as riveralias0 where riveralias0length 750 and riveralias0river_name mississippi ,0.5557537078857422,0,0,535,24
select cityalias0city_name from city as cityalias0 where cityalias0population 150000 ,0.6439685821533203,0,0,386,9
select statealias0density from state as statealias0 ,0.3740787506103515,0,0,51,6
select statealias0population from state as statealias0 where statealias0state_name in select riveralias0traverse from river as riveralias0 where riveralias0river_name mississippi ,0.3373622894287109,0,0,200,18
select statealias0population from border_info as border_infoalias0 state as statealias0 where border_infoalias0state_name texas and statealias0state_name border_infoalias0border ,0.2977848052978515,0,0,269,15
select cityalias0population from city as cityalias0 where cityalias0population 150000 and cityalias0state_name texas ,0.3261566162109375,0,0,386,12
select cityalias0city_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 ,0.4520416259765625,0,0,772,15
select statealias0capital from highlow as highlowalias0 state as statealias0 where highlowalias0lowest_elevation select min highlowalias1lowest_elevation from highlow as highlowalias1 and statealias0state_name highlowalias0state_name ,0.2601146697998047,0,0,153,21
select distinct cityalias0city_name from city as cityalias0 river as riveralias0 where cityalias0population select max cityalias1population from city as cityalias1 river as riveralias1 where riveralias1traverse cityalias1state_name and riveralias0traverse cityalias0state_name ,0.8561611175537109,1,0,1070,28
select cityalias0city_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 state as statealias0 where statealias0capital cityalias1city_name ,0.6148815155029297,0,0,823,21
select statealias0capital from city as cityalias0 state as statealias0 where cityalias0city_name durham and statealias0state_name cityalias0state_name ,0.3671646118164062,0,0,437,15
select statealias0capital from state as statealias0 where statealias0area select min statealias1area from state as statealias1 ,0.2028942108154297,0,0,102,15
select distinct statealias0capital from state as statealias0 where statealias0density select max statealias1density from state as statealias1 ,0.2167224884033203,1,0,102,16
select statealias0capital from state as statealias0 where statealias0population select max statealias1population from state as statealias1 ,0.1978874206542968,0,0,102,15
select statealias0capital from state as statealias0 where statealias0state_name in select riveralias0traverse from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 ,0.375986099243164,0,0,349,24
select sum statealias0area from state as statealias0 ,0.166177749633789,0,0,51,7
select statealias0density from state as statealias0 where statealias0state_name new york ,0.1709461212158203,0,0,51,10
select mountainalias0mountain_name from mountain as mountainalias0 where mountainalias0mountain_altitude select max mountainalias1mountain_altitude from mountain as mountainalias1 ,0.25177001953125,0,0,100,15
select highlowalias0highest_point from highlow as highlowalias0 where highlowalias0state_name in select statealias0state_name from state as statealias0 where statealias0capital austin ,0.2467632293701172,0,0,102,18
select highlowalias0highest_point from highlow as highlowalias0 where highlowalias0highest_elevation select max highlowalias1highest_elevation from highlow as highlowalias1 ,0.1997947692871093,0,0,102,15
select highlowalias0highest_point from highlow as highlowalias0 where highlowalias0state_name in select statealias0state_name from state as statealias0 where statealias0density select min statealias1density from state as statealias1 ,0.2751350402832031,0,0,153,24
select cityalias0city_name from city as cityalias0 where cityalias0state_name in select statealias0state_name from state as statealias0 where statealias0state_name in select riveralias1traverse from river as riveralias1 where riveralias1river_name mississippi and statealias0area select min statealias1area from state as statealias1 where statealias1state_name in select riveralias0traverse from river as riveralias0 where riveralias0river_name mississippi order by cityalias0population desc limit 1 ,0.993967056274414,0,0,786,54
select cityalias0city_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 where cityalias1state_name in select statealias0state_name from state as statealias0 where statealias0area select min statealias1area from state as statealias1 and cityalias0state_name in select statealias2state_name from state as statealias2 where statealias2area select min statealias3area from state as statealias3 ,0.7381439208984375,0,0,976,51
select statealias0state_name from state as statealias0 where statealias0area select max statealias1area from state as statealias1 where statealias1state_name in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name arkansas and statealias0state_name in select border_infoalias1border from border_info as border_infoalias1 where border_infoalias1state_name arkansas ,0.4727840423583984,0,0,538,39
select statealias0state_name from state as statealias0 where statealias0state_name in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name arkansas order by statealias0area desc limit 1 ,0.3130435943603515,0,0,269,24
select statealias0state_name from border_info as border_infoalias0 state as statealias0 where border_infoalias0state_name arkansas and statealias0area select max statealias1area from border_info as border_infoalias1 state as statealias1 where border_infoalias1state_name arkansas and statealias1state_name border_infoalias1border and statealias0state_name border_infoalias0border ,0.4420280456542969,0,0,538,33
select distinct riveralias0length from river as riveralias0 where riveralias0river_name select river_name from select count 1 as derived_fieldalias0 riveralias1river_name from river as riveralias1 group by riveralias1river_name as derived_tablealias0 where derived_tablealias0derived_fieldalias0 select max derived_tablealias1derived_fieldalias1 from select count 1 as derived_fieldalias1 riveralias2river_name from river as riveralias2 group by riveralias2river_name as derived_tablealias1 ,0.6310939788818359,1,0,447,48
select riveralias0river_name from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 where riveralias1traverse in select statealias0state_name from state as statealias0 where statealias0area select max statealias1area from state as statealias1 and riveralias0traverse in select statealias2state_name from state as statealias2 where statealias2area select max statealias3area from state as statealias3 ,0.3647804260253906,0,0,502,51
select riveralias0river_name from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 where riveralias1traverse in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name nebraska and riveralias0traverse in select border_infoalias1border from border_info as border_infoalias1 where border_infoalias1state_name nebraska ,0.5831718444824219,0,0,734,39
select riveralias0river_name from border_info as border_infoalias0 river as riveralias0 where border_infoalias0border nebraska and riveralias0traverse border_infoalias0state_name order by riveralias0length desc limit 1 ,0.3888607025146484,0,0,367,21
select riveralias0river_name from river as riveralias0 where riveralias0traverse select cityalias0state_name from city as cityalias0 where cityalias0population 150000 group by cityalias0state_name order by count cityalias0city_name desc limit 1 order by riveralias0length desc limit 1 ,0.4820823669433594,0,0,535,33
select highlowalias0lowest_point from highlow as highlowalias0 where highlowalias0state_name arkansas ,0.1709461212158203,0,0,51,9
select highlowalias0lowest_point from highlow as highlowalias0 where highlowalias0lowest_elevation select min highlowalias1lowest_elevation from highlow as highlowalias1 ,0.2009868621826172,0,0,102,15
select highlowalias0lowest_point from highlow as highlowalias0 where highlowalias0state_name in select riveralias0traverse from river as riveralias0 where riveralias0river_name colorado order by highlowalias0lowest_elevation limit 1 ,0.2980232238769531,0,0,200,23
select statealias0state_name from state as statealias0 where statealias0density select max statealias1density from state as statealias1 ,0.2009868621826172,0,0,102,15
select statealias0state_name from state as statealias0 where statealias0population select max statealias1population from state as statealias1 where statealias1state_name in select riveralias0traverse from river as riveralias0 where riveralias0river_name mississippi and statealias0state_name in select riveralias1traverse from river as riveralias1 where riveralias1river_name mississippi ,0.4441738128662109,0,0,400,39
select statealias0state_name from state as statealias0 where statealias0state_name in select riveralias0traverse from river as riveralias0 where riveralias0river_name mississippi order by statealias0population desc limit 1 ,0.3070831298828125,0,0,200,24
select statealias0density from state as statealias0 where statealias0area select max statealias1area from state as statealias1 ,0.2031326293945312,0,0,102,15
select cityalias0population from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 where cityalias1state_name in select statealias0state_name from state as statealias0 where statealias0area select max statealias1area from state as statealias1 and cityalias0state_name in select statealias2state_name from state as statealias2 where statealias2area select max statealias3area from state as statealias3 ,0.6861686706542969,0,0,976,51
select statealias0population from state as statealias0 where statealias0area select min statealias1area from state as statealias1 ,0.2062320709228515,0,0,102,15
select statealias0population from state as statealias0 where statealias0state_name in select border_infoalias0border from border_info as border_infoalias0 group by border_infoalias0border having count 1 select max derived_tablealias0derived_fieldalias0 from select border_infoalias1border count 1 as derived_fieldalias0 from border_info as border_infoalias1 group by border_infoalias1border as derived_tablealias0 ,8.300065994262695,0,1,487,40
select statealias0population from state as statealias0 where statealias0density select max statealias1density from state as statealias1 ,0.2372264862060547,0,0,102,15
select cityalias0city_name from city as cityalias0 where cityalias0population select min cityalias1population from city as cityalias1 ,0.4589557647705078,0,0,772,15
select statealias0state_name from state as statealias0 where statealias0area select min statealias1area from state as statealias1 where statealias1state_name in select derived_tablealias0state_name from select border_infoalias0state_name count distinct border_infoalias0border as derived_fieldalias0 from border_info as border_infoalias0 group by border_infoalias0state_name as derived_tablealias0 where derived_tablealias0derived_fieldalias0 select max derived_tablealias1derived_fieldalias1 from select border_infoalias1state_name count distinct border_infoalias1border as derived_fieldalias1 from border_info as border_infoalias1 group by border_infoalias1state_name as derived_tablealias1 ,1.2309551239013672,1,0,538,59
select statealias0state_name from state as statealias0 where statealias0area select min statealias1area from state as statealias1 where statealias1state_name in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name wyoming and statealias0state_name in select border_infoalias1border from border_info as border_infoalias1 where border_infoalias1state_name wyoming ,0.6031990051269531,0,0,538,39
select statealias0state_name from state as statealias0 where statealias0area select min statealias1area from state as statealias1 where statealias1state_name in select riveralias0traverse from river as riveralias0 where riveralias0river_name mississippi and statealias0state_name in select riveralias1traverse from river as riveralias1 where riveralias1river_name mississippi ,0.6721019744873047,0,0,400,39
select statealias0state_name from state as statealias0 where statealias0area select min statealias1area from state as statealias1 ,0.3058910369873047,0,0,102,15
select sum derived_tablealias0length from select distinct riveralias0river_name riveralias0length from river as riveralias0 as derived_tablealias0 ,0.3483295440673828,1,0,149,14
select riveralias0river_name from river as riveralias0 group by riveralias0river_name order by count distinct riveralias0traverse desc limit 1 ,0.417947769165039,1,0,149,17
select riveralias0river_name from river as riveralias0 where riveralias0traverse in select derived_tablealias0state_name from select cityalias0state_name count 1 as derived_fieldalias0 from city as cityalias0 group by cityalias0state_name as derived_tablealias0 where derived_tablealias0derived_fieldalias0 select max derived_tablealias1derived_fieldalias1 from select count 1 as derived_fieldalias1 from city as cityalias1 group by cityalias1state_name as derived_tablealias1 ,1.2059211730957031,0,0,921,47
select riveralias0river_name from river as riveralias0 where riveralias0traverse in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name texas ,0.4701614379882812,0,0,367,18
select riveralias0river_name from river as riveralias0 where riveralias0traverse in select border_infoalias0border from border_info as border_infoalias0 group by border_infoalias0border having count 1 select max derived_tablealias0derived_fieldalias0 from select border_infoalias1border count 1 as derived_fieldalias0 from border_info as border_infoalias1 group by border_infoalias1border as derived_tablealias0 ,20.566225051879883,0,1,585,40
select statealias0state_name from state as statealias0 where statealias0state_name in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name nevada order by statealias0population desc limit 1 ,0.3972053527832031,0,0,269,24
select statealias0state_name from state as statealias0 where statealias0population select max statealias1population from state as statealias1 where statealias1state_name in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name nevada and statealias0state_name in select border_infoalias1border from border_info as border_infoalias1 where border_infoalias1state_name nevada ,0.5047321319580078,0,0,538,39
select distinct statealias0state_name from border_info as border_infoalias0 state as statealias0 where border_infoalias0state_name nevada and statealias0population select max statealias1population from border_info as border_infoalias1 state as statealias1 where border_infoalias1state_name nevada and statealias1state_name border_infoalias1border and statealias0state_name border_infoalias0border ,0.6480216979980469,1,0,538,34
select highlowalias0state_name from highlow as highlowalias0 where highlowalias0highest_elevation select max highlowalias1highest_elevation from highlow as highlowalias1 where highlowalias1state_name in select riveralias0traverse from river as riveralias0 where riveralias0river_name colorado ,0.3619194030761719,0,0,251,27
select cityalias0state_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 state as statealias0 where statealias0capital cityalias1city_name ,0.5550384521484375,0,0,823,21
select riveralias0traverse from river as riveralias0 where riveralias0length select max distinct riveralias1length from river as riveralias1 ,0.3209114074707031,1,0,298,16
select cityalias0state_name from city as cityalias0 where cityalias0population 150000 group by cityalias0state_name order by count 1 desc limit 1 ,0.4000663757324219,0,0,386,19
select cityalias0state_name from city as cityalias0 group by cityalias0state_name order by sum cityalias0population limit 1 ,0.5702972412109375,0,0,386,15
select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name in select border_infoalias1border from border_info as border_infoalias1 where border_infoalias1state_name mississippi ,0.4968643188476562,0,0,436,18
select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name in select riveralias0traverse from river as riveralias0 where riveralias0river_name ohio ,0.4720687866210937,0,0,367,18
select border_infoalias0state_name from border_info as border_infoalias0 where border_infoalias0border texas and border_infoalias0state_name in select riveralias0traverse from river as riveralias0 where riveralias0length 750 ,0.3812313079833984,0,0,367,21
select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name select statealias0state_name from state as statealias0 where statealias0population select max statealias1population from state as statealias1 ,0.308990478515625,0,0,320,23
select border_infoalias0state_name from border_info as border_infoalias0 state as statealias0 where statealias0population select max statealias1population from state as statealias1 and statealias0state_name border_infoalias0border ,0.3330707550048828,0,0,320,21
select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name in select border_infoalias1border from border_info as border_infoalias1 group by border_infoalias1border having count 1 select max derived_tablealias0derived_fieldalias0 from select border_infoalias2border count 1 as derived_fieldalias0 from border_info as border_infoalias2 group by border_infoalias2border as derived_tablealias0 ,30.51280975341797,0,1,654,40
